grid,percentages,land_use
4124,66.64,agriculture
4125,58.25,agriculture
4126,61.03,agriculture
4127,16.39,agriculture
4128,3.78,agriculture
4129,5.3,agriculture
4130,40.43,agriculture
4131,64.45,agriculture
4132,70.74,agriculture
4133,80.8,agriculture
4134,75.15,agriculture
4135,75.18,agriculture
4136,73.69,agriculture
4137,81.26,agriculture
4138,55.3,agriculture
4139,33.83,agriculture
4140,51.75,agriculture
4141,61.68,agriculture
4142,66.46,agriculture
4143,54.18,agriculture
4144,52.28,agriculture
4145,63.21,agriculture
4146,61.58,agriculture
4147,57.65,agriculture
4148,70.2,agriculture
4149,47.89,agriculture
4150,59.28,agriculture
4151,53.03,agriculture
4152,55.9,agriculture
4153,15.86,agriculture
4154,0.6,agriculture
4201,3.08,agriculture
4202,36.28,agriculture
4203,75.19,agriculture
4204,67.22,agriculture
4205,68.66,agriculture
4206,68.35,agriculture
4207,57.64,agriculture
4208,43.42,agriculture
4209,29.46,agriculture
4210,69.28,agriculture
4211,72.92,agriculture
4212,79.46,agriculture
4213,65.95,agriculture
4214,68.02,agriculture
4215,79.2,agriculture
4216,77.39,agriculture
4217,71.67,agriculture
4218,36.92,agriculture
4219,46.39,agriculture
4220,46.18,agriculture
4221,52.01,agriculture
4222,32.07,agriculture
4223,10.42,agriculture
4224,40.88,agriculture
4225,70.96,agriculture
4226,50.23,agriculture
4227,33.02,agriculture
4228,3.13,agriculture
4229,4.29,agriculture
4230,11.06,agriculture
4231,17.44,agriculture
4232,37.67,agriculture
4233,73.8,agriculture
4234,78.57,agriculture
4235,88.19,agriculture
4236,68.96,agriculture
4237,78.56,agriculture
4238,85.73,agriculture
4239,41.34,agriculture
4240,18.7,agriculture
4241,28.42,agriculture
4242,73.78,agriculture
4243,78.08,agriculture
4244,42.03,agriculture
4245,60.43,agriculture
4246,43.13,agriculture
4247,23.09,agriculture
4248,28.65,agriculture
4249,37.9,agriculture
4250,50.05,agriculture
4251,36.75,agriculture
4252,19.72,agriculture
4253,36.03,agriculture
4254,1.84,agriculture
4302,38.28,agriculture
4303,65.22,agriculture
4304,61.02,agriculture
4305,53.4,agriculture
4306,52.68,agriculture
4307,51.5,agriculture
4308,37.44,agriculture
4309,39.03,agriculture
4310,54.17,agriculture
4311,44.67,agriculture
4312,49.58,agriculture
4313,63.38,agriculture
4314,82.19,agriculture
4315,79.78,agriculture
4316,71.35,agriculture
4317,67.54,agriculture
4318,58.87,agriculture
4319,52.01,agriculture
4320,60.3,agriculture
4321,66.27,agriculture
4322,39.57,agriculture
4323,46.96,agriculture
4324,39.75,agriculture
4325,67.97,agriculture
4326,54.58,agriculture
4327,60.93,agriculture
4328,23.95,agriculture
4329,4.78,agriculture
4330,14.86,agriculture
4331,29.28,agriculture
4332,24.06,agriculture
4333,32.16,agriculture
4334,67.01,agriculture
4335,81.02,agriculture
4336,82.39,agriculture
4337,83,agriculture
4338,85.53,agriculture
4339,45.38,agriculture
4340,25.17,agriculture
4341,26.64,agriculture
4342,39.84,agriculture
4343,77.8,agriculture
4344,32.3,agriculture
4345,61.76,agriculture
4346,33.77,agriculture
4347,62.1,agriculture
4348,38.8,agriculture
4349,43.06,agriculture
4350,28.2,agriculture
4351,43.13,agriculture
4352,30.02,agriculture
4353,34.98,agriculture
4354,5.76,agriculture
4402,3.51,agriculture
4403,55.4,agriculture
4404,64.44,agriculture
4405,55.98,agriculture
4406,28.7,agriculture
4407,15.18,agriculture
4408,8.32,agriculture
4409,16.57,agriculture
4410,24.15,agriculture
4411,36.64,agriculture
4412,65.53,agriculture
4413,76.65,agriculture
4414,72.99,agriculture
4415,82.4,agriculture
4416,77.61,agriculture
4417,58.9,agriculture
4418,67.49,agriculture
4419,37.32,agriculture
4420,67.45,agriculture
4421,86.63,agriculture
4422,53.57,agriculture
4423,23.51,agriculture
4424,55.19,agriculture
4425,41.84,agriculture
4426,49.76,agriculture
4427,75.19,agriculture
4428,56.77,agriculture
4429,72.91,agriculture
4430,54.25,agriculture
4431,24.47,agriculture
4432,39.5,agriculture
4433,28.98,agriculture
4434,50.24,agriculture
4435,78.62,agriculture
4436,86.16,agriculture
4437,64.77,agriculture
4438,82.8,agriculture
4439,66.66,agriculture
4440,58.63,agriculture
4441,67.52,agriculture
4442,39.04,agriculture
4443,53.65,agriculture
4444,71.44,agriculture
4445,63.93,agriculture
4446,44.32,agriculture
4447,36.09,agriculture
4448,17.62,agriculture
4449,19.79,agriculture
4450,18.67,agriculture
4451,24.45,agriculture
4452,22.73,agriculture
4453,32.56,agriculture
4454,9.85,agriculture
4455,0,agriculture
4503,48.35,agriculture
4504,71.56,agriculture
4505,42.62,agriculture
4506,11.11,agriculture
4507,8.95,agriculture
4508,13.71,agriculture
4509,18.32,agriculture
4510,20.98,agriculture
4511,41.88,agriculture
4512,46.41,agriculture
4513,32.57,agriculture
4514,11.48,agriculture
4515,22.07,agriculture
4516,29.66,agriculture
4517,37.38,agriculture
4518,31.56,agriculture
4519,54.15,agriculture
4520,60.39,agriculture
4521,60.51,agriculture
4522,73.18,agriculture
4523,18.38,agriculture
4524,50.03,agriculture
4525,69.66,agriculture
4526,66.87,agriculture
4527,64.43,agriculture
4528,52.25,agriculture
4529,59.08,agriculture
4530,69.64,agriculture
4531,68.86,agriculture
4532,61.71,agriculture
4533,76.31,agriculture
4534,80.5,agriculture
4535,77.34,agriculture
4536,67.32,agriculture
4537,45.03,agriculture
4538,66.4,agriculture
4539,58.15,agriculture
4540,80.43,agriculture
4541,78.08,agriculture
4542,73.13,agriculture
4543,61.16,agriculture
4544,44.14,agriculture
4545,64.87,agriculture
4546,69.3,agriculture
4547,66.3,agriculture
4548,42.1,agriculture
4549,26.87,agriculture
4550,17.7,agriculture
4551,25.84,agriculture
4552,6.05,agriculture
4553,2.71,agriculture
4554,11.29,agriculture
4555,8.37,agriculture
4602,0.12,agriculture
4603,42.9,agriculture
4604,68.37,agriculture
4605,32.92,agriculture
4606,30.19,agriculture
4607,39,agriculture
4608,37.11,agriculture
4609,45.85,agriculture
4610,20.49,agriculture
4611,21.36,agriculture
4612,19.16,agriculture
4613,33.16,agriculture
4614,26.63,agriculture
4615,29.08,agriculture
4616,31.26,agriculture
4617,27.22,agriculture
4618,53.48,agriculture
4619,65.74,agriculture
4620,47.19,agriculture
4621,57.91,agriculture
4622,33.97,agriculture
4623,40.16,agriculture
4624,28.6,agriculture
4625,49,agriculture
4626,47.54,agriculture
4627,62.59,agriculture
4628,63.11,agriculture
4629,51.76,agriculture
4630,64.67,agriculture
4631,39.01,agriculture
4632,51.51,agriculture
4633,83.17,agriculture
4634,55.26,agriculture
4635,83.08,agriculture
4636,85.82,agriculture
4637,50.77,agriculture
4638,60.27,agriculture
4639,39.81,agriculture
4640,17.61,agriculture
4641,60.5,agriculture
4642,67.7,agriculture
4643,64.03,agriculture
4644,78.79,agriculture
4645,63.6,agriculture
4646,68.34,agriculture
4647,69.55,agriculture
4648,53.45,agriculture
4649,17.28,agriculture
4650,33.64,agriculture
4651,44.01,agriculture
4652,29.47,agriculture
4653,24.75,agriculture
4654,26.74,agriculture
4655,37.82,agriculture
4656,1.01,agriculture
4702,4.42,agriculture
4703,60.49,agriculture
4704,48.81,agriculture
4705,51.68,agriculture
4706,16.56,agriculture
4707,45.35,agriculture
4708,29.39,agriculture
4709,26.13,agriculture
4710,47.83,agriculture
4711,26.51,agriculture
4712,19.93,agriculture
4713,26.07,agriculture
4714,28.88,agriculture
4715,47.85,agriculture
4716,26.51,agriculture
4717,26.1,agriculture
4718,53.57,agriculture
4719,67.67,agriculture
4720,39.4,agriculture
4721,57.36,agriculture
4722,45.7,agriculture
4723,28.9,agriculture
4724,26.38,agriculture
4725,45.13,agriculture
4726,46.44,agriculture
4727,52.3,agriculture
4728,67.86,agriculture
4729,74.84,agriculture
4730,86.82,agriculture
4731,90.88,agriculture
4732,90.21,agriculture
4733,66.28,agriculture
4734,57.9,agriculture
4735,67.04,agriculture
4736,72.39,agriculture
4737,67,agriculture
4738,79.98,agriculture
4739,66.62,agriculture
4740,35.32,agriculture
4741,63.95,agriculture
4742,66.09,agriculture
4743,73.4,agriculture
4744,78.29,agriculture
4745,86.59,agriculture
4746,81.03,agriculture
4747,82.17,agriculture
4748,44.61,agriculture
4749,38.13,agriculture
4750,56.78,agriculture
4751,70.05,agriculture
4752,56.36,agriculture
4753,58.74,agriculture
4754,45.06,agriculture
4755,56.04,agriculture
4756,11.07,agriculture
4802,11.24,agriculture
4803,46.78,agriculture
4804,43.16,agriculture
4805,67.36,agriculture
4806,41.94,agriculture
4807,22.18,agriculture
4808,26.48,agriculture
4809,33.83,agriculture
4810,52.36,agriculture
4811,38.23,agriculture
4812,29.02,agriculture
4813,26.64,agriculture
4814,31.91,agriculture
4815,36.55,agriculture
4816,21.67,agriculture
4817,25.53,agriculture
4818,50.98,agriculture
4819,24.33,agriculture
4820,40.12,agriculture
4821,59.63,agriculture
4822,65.08,agriculture
4823,30.4,agriculture
4824,40.95,agriculture
4825,45,agriculture
4826,41.45,agriculture
4827,44.78,agriculture
4828,49.11,agriculture
4829,85.79,agriculture
4830,91.36,agriculture
4831,85.38,agriculture
4832,86.51,agriculture
4833,89.56,agriculture
4834,79.7,agriculture
4835,73.94,agriculture
4836,65.66,agriculture
4837,76.52,agriculture
4838,65.36,agriculture
4839,57.22,agriculture
4840,29.97,agriculture
4841,67.25,agriculture
4842,52.02,agriculture
4843,74.83,agriculture
4844,74.59,agriculture
4845,86.12,agriculture
4846,75.01,agriculture
4847,37.12,agriculture
4848,43.2,agriculture
4849,56.67,agriculture
4850,55.15,agriculture
4851,65.55,agriculture
4852,59.29,agriculture
4853,69.62,agriculture
4854,74.04,agriculture
4855,61.01,agriculture
4856,1.03,agriculture
4901,29.09,agriculture
4902,70.61,agriculture
4903,61.92,agriculture
4904,67.3,agriculture
4905,57.24,agriculture
4906,65.01,agriculture
4907,31.83,agriculture
4908,30.35,agriculture
4909,47.26,agriculture
4910,45.04,agriculture
4911,23.91,agriculture
4912,35.25,agriculture
4913,22,agriculture
4914,16.88,agriculture
4915,17.99,agriculture
4916,27.16,agriculture
4917,26.79,agriculture
4918,40.53,agriculture
4919,51.8,agriculture
4920,28.25,agriculture
4921,56.61,agriculture
4922,67.15,agriculture
4923,41.02,agriculture
4924,46.84,agriculture
4925,54.54,agriculture
4926,57.34,agriculture
4927,55.55,agriculture
4928,42.42,agriculture
4929,80.05,agriculture
4930,78.82,agriculture
4931,80.99,agriculture
4932,73.55,agriculture
4933,74.33,agriculture
4934,86.81,agriculture
4935,80.9,agriculture
4936,80.96,agriculture
4937,80.74,agriculture
4938,68.19,agriculture
4939,69.55,agriculture
4940,54.95,agriculture
4941,71.15,agriculture
4942,72.27,agriculture
4943,74.96,agriculture
4944,71.59,agriculture
4945,61.98,agriculture
4946,78.64,agriculture
4947,62.22,agriculture
4948,9.9,agriculture
4949,46.44,agriculture
4950,73.86,agriculture
4951,36.23,agriculture
4952,29.97,agriculture
4953,51.92,agriculture
4954,66.75,agriculture
4955,42.61,agriculture
5001,7.08,agriculture
5002,47.65,agriculture
5003,75.75,agriculture
5004,60.08,agriculture
5005,51.9,agriculture
5006,45.78,agriculture
5007,10.41,agriculture
5008,8.46,agriculture
5009,38.02,agriculture
5010,38.69,agriculture
5011,34.44,agriculture
5012,39.45,agriculture
5013,29.06,agriculture
5014,17.03,agriculture
5015,19.58,agriculture
5016,22.11,agriculture
5017,32.11,agriculture
5018,39.89,agriculture
5019,51.49,agriculture
5020,39.75,agriculture
5021,57.82,agriculture
5022,47.72,agriculture
5023,26.68,agriculture
5024,37.06,agriculture
5025,32,agriculture
5026,56.61,agriculture
5027,31.16,agriculture
5028,48.42,agriculture
5029,76.5,agriculture
5030,73.45,agriculture
5031,79.67,agriculture
5032,47.88,agriculture
5033,55.31,agriculture
5034,73.31,agriculture
5035,44.94,agriculture
5036,58.06,agriculture
5037,42.11,agriculture
5038,62.3,agriculture
5039,86.34,agriculture
5040,80.66,agriculture
5041,70.95,agriculture
5042,66.89,agriculture
5043,72.99,agriculture
5044,63.26,agriculture
5045,71.5,agriculture
5046,55.76,agriculture
5047,45.25,agriculture
5048,59.85,agriculture
5049,50.22,agriculture
5050,40.4,agriculture
5051,28.44,agriculture
5052,3.54,agriculture
5053,23.24,agriculture
5054,69.05,agriculture
5055,21.66,agriculture
5101,0.85,agriculture
5102,35.74,agriculture
5103,56.38,agriculture
5104,49.17,agriculture
5105,57.1,agriculture
5106,51.91,agriculture
5107,24.16,agriculture
5108,26.23,agriculture
5109,35.98,agriculture
5110,51.52,agriculture
5111,40.07,agriculture
5112,32.41,agriculture
5113,11.18,agriculture
5114,18.2,agriculture
5115,14.3,agriculture
5116,36.88,agriculture
5117,40.62,agriculture
5118,42.39,agriculture
5119,59.06,agriculture
5120,48.78,agriculture
5121,65.18,agriculture
5122,47.99,agriculture
5123,38.12,agriculture
5124,40.29,agriculture
5125,50.46,agriculture
5126,41.22,agriculture
5127,52.67,agriculture
5128,16.45,agriculture
5129,28.43,agriculture
5130,68.61,agriculture
5131,60.67,agriculture
5132,75.71,agriculture
5133,49.29,agriculture
5134,61.17,agriculture
5135,46.5,agriculture
5136,38.77,agriculture
5137,57.76,agriculture
5138,53.46,agriculture
5139,78.94,agriculture
5140,69.98,agriculture
5141,65.83,agriculture
5142,52.44,agriculture
5143,33.12,agriculture
5144,52.21,agriculture
5145,66.52,agriculture
5146,73.79,agriculture
5147,67.81,agriculture
5148,50.9,agriculture
5149,52.75,agriculture
5150,16.51,agriculture
5151,4.78,agriculture
5152,0.03,agriculture
5153,4.78,agriculture
5154,22.59,agriculture
5155,0.04,agriculture
5201,0.75,agriculture
5202,22.59,agriculture
5203,33.93,agriculture
5204,32.97,agriculture
5205,75.37,agriculture
5206,83.11,agriculture
5207,49.89,agriculture
5208,28.91,agriculture
5209,46.01,agriculture
5210,44.41,agriculture
5211,43.68,agriculture
5212,36.59,agriculture
5213,21.94,agriculture
5214,17.23,agriculture
5215,25.97,agriculture
5216,27.51,agriculture
5217,44.26,agriculture
5218,51.65,agriculture
5219,59.36,agriculture
5220,44.46,agriculture
5221,61.13,agriculture
5222,36.23,agriculture
5223,45.86,agriculture
5224,57,agriculture
5225,65.88,agriculture
5226,50.67,agriculture
5227,35.11,agriculture
5228,45.03,agriculture
5229,12.4,agriculture
5230,18.34,agriculture
5231,41.21,agriculture
5232,60.27,agriculture
5233,43.64,agriculture
5234,41.58,agriculture
5235,32.3,agriculture
5236,47.05,agriculture
5237,62.64,agriculture
5238,60.51,agriculture
5239,57.26,agriculture
5240,50.84,agriculture
5241,55.19,agriculture
5242,57.45,agriculture
5243,48.55,agriculture
5244,49.96,agriculture
5245,58.99,agriculture
5246,68.03,agriculture
5247,39.02,agriculture
5248,20.4,agriculture
5249,16.92,agriculture
5302,2.09,agriculture
5303,23.12,agriculture
5304,25.86,agriculture
5305,73.91,agriculture
5306,62.5,agriculture
5307,67.26,agriculture
5308,38.3,agriculture
5309,19.83,agriculture
5310,50.52,agriculture
5311,48.14,agriculture
5312,43.24,agriculture
5313,35.9,agriculture
5314,50.04,agriculture
5315,35.57,agriculture
5316,30.61,agriculture
5317,34.35,agriculture
5318,47.9,agriculture
5319,53.32,agriculture
5320,56.64,agriculture
5321,56.58,agriculture
5322,48.02,agriculture
5323,39.96,agriculture
5324,44.74,agriculture
5325,61.23,agriculture
5326,57.57,agriculture
5327,51.44,agriculture
5328,34.65,agriculture
5329,26.79,agriculture
5330,7.57,agriculture
5331,16.22,agriculture
5332,42.35,agriculture
5333,31.95,agriculture
5334,35.82,agriculture
5335,53.89,agriculture
5336,57.03,agriculture
5337,58.96,agriculture
5338,49.83,agriculture
5339,41.33,agriculture
5340,61.48,agriculture
5341,54.8,agriculture
5342,52.09,agriculture
5343,38.4,agriculture
5344,56.9,agriculture
5345,32.13,agriculture
5346,27.12,agriculture
5347,0.74,agriculture
5403,37.15,agriculture
5404,35.03,agriculture
5405,46.15,agriculture
5406,43.3,agriculture
5407,28.77,agriculture
5408,41.8,agriculture
5409,27.48,agriculture
5410,27.02,agriculture
5411,35.47,agriculture
5412,44.5,agriculture
5413,47.38,agriculture
5414,51.52,agriculture
5415,37.65,agriculture
5416,33.51,agriculture
5417,49.5,agriculture
5418,39.55,agriculture
5419,53.33,agriculture
5420,47.73,agriculture
5421,46.25,agriculture
5422,56.25,agriculture
5423,49.17,agriculture
5424,55.11,agriculture
5425,53.29,agriculture
5426,54.02,agriculture
5427,50.95,agriculture
5428,33.03,agriculture
5429,46.87,agriculture
5430,22.39,agriculture
5431,18.5,agriculture
5432,19.23,agriculture
5433,21.55,agriculture
5434,26.85,agriculture
5435,47.21,agriculture
5436,44.94,agriculture
5437,53.91,agriculture
5438,53.17,agriculture
5439,53.96,agriculture
5440,46.73,agriculture
5441,32.79,agriculture
5442,25.18,agriculture
5443,53.18,agriculture
5444,43.42,agriculture
5445,9.83,agriculture
5503,0.35,agriculture
5504,31.97,agriculture
5505,35.11,agriculture
5506,45.3,agriculture
5507,23.37,agriculture
5508,31.23,agriculture
5509,43.81,agriculture
5510,33.91,agriculture
5511,29.39,agriculture
5512,20.04,agriculture
5513,43.12,agriculture
5514,59.18,agriculture
5515,44.23,agriculture
5516,34.93,agriculture
5517,38.78,agriculture
5518,68.51,agriculture
5519,63.39,agriculture
5520,47.67,agriculture
5521,50.84,agriculture
5522,67.77,agriculture
5523,39.69,agriculture
5524,48.28,agriculture
5525,44.05,agriculture
5526,52.88,agriculture
5527,51.77,agriculture
5528,60.45,agriculture
5529,55.48,agriculture
5530,37.53,agriculture
5531,41.81,agriculture
5532,12.16,agriculture
5533,18.28,agriculture
5534,27.66,agriculture
5535,40.28,agriculture
5536,44.65,agriculture
5537,62.73,agriculture
5538,55.37,agriculture
5539,49.66,agriculture
5540,15.12,agriculture
5541,6.15,agriculture
5542,8.2,agriculture
5543,8.17,agriculture
5544,1.74,agriculture
5603,3.16,agriculture
5604,37,agriculture
5605,47.52,agriculture
5606,47.94,agriculture
5607,35.99,agriculture
5608,39.39,agriculture
5609,50.76,agriculture
5610,63.72,agriculture
5611,27.26,agriculture
5612,21.57,agriculture
5613,36.82,agriculture
5614,61.72,agriculture
5615,50.92,agriculture
5616,35.8,agriculture
5617,36.99,agriculture
5618,64.18,agriculture
5619,64.65,agriculture
5620,43.4,agriculture
5621,69.45,agriculture
5622,56.03,agriculture
5623,56.1,agriculture
5624,31.41,agriculture
5625,28.05,agriculture
5626,24.95,agriculture
5627,66.3,agriculture
5628,71.59,agriculture
5629,68.31,agriculture
5630,58.24,agriculture
5631,61.93,agriculture
5632,42.56,agriculture
5633,34.03,agriculture
5634,24.93,agriculture
5635,30.77,agriculture
5636,53.19,agriculture
5637,58.79,agriculture
5638,54.49,agriculture
5639,43.44,agriculture
5640,9.94,agriculture
5641,0.1,agriculture
5702,0,agriculture
5703,40.72,agriculture
5704,45.67,agriculture
5705,51.1,agriculture
5706,47.53,agriculture
5707,44.03,agriculture
5708,40.3,agriculture
5709,69.18,agriculture
5710,55.59,agriculture
5711,21.73,agriculture
5712,46.8,agriculture
